month,Algeria,Argentina,Armenia,Australia,Austria,Bangladesh,Belarus,Belgium,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Cameroon,Canada,Chile,China,Colombia,Costa Rica,Cyprus,Czech Republic,Democratic Republic of the Congo,Denmark,Dominican Republic,Ecuador,Egypt,El Salvador,Finland,France,Germany,Ghana,Greece,Guatemala,Guinea,Haiti,Honduras,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kuwait,Lebanon,Libya,Malaysia,Mexico,Morocco,Nepal,Netherlands,New Zealand,Nicaragua,Nigeria,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Republic of Korea,Republic of the Congo,Romania,Russia ,Rwanda,Saudi Arabia,Senegal,Serbia,Singapore,South Africa,Spain,Sri Lanka,Sweden,Switzerland,Tanzania,Thailand,Turkey,Uganda,United Arab Emirates,United Kingdom,United States,Uruguay,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe,Grand Total
2020-11-27,1,30,0,8,8,1,0,7,0,0,0,32,0,45,12,2,10,0,3,1,2,1,1,6,0,1,1,16,36,2,7,0,0,0,0,92,22,1,0,17,1,61,1,14,4,0,3,1,2,0,1,28,0,0,13,1,0,3,1,0,7,2,0,0,1,1,0,3,2,0,0,3,0,2,0,1,0,3,30,6,5,2,0,3,92,1,3,168,228,1,6,0,0,1,0,1082
2020-11-28,1,19,0,5,5,2,0,6,1,0,0,26,0,51,8,2,5,0,2,2,2,1,0,1,0,0,1,23,36,1,12,0,0,0,0,76,3,1,0,13,1,48,1,16,0,0,3,1,2,0,3,23,1,0,10,1,0,1,1,0,19,1,1,1,3,4,2,1,2,1,0,0,0,0,2,1,0,4,39,3,1,5,0,4,111,1,1,156,223,3,6,0,0,0,0,1020
2020-11-29,1,10,0,11,5,0,0,4,0,0,0,36,0,46,10,3,12,0,3,1,1,1,0,6,1,0,2,19,29,0,10,0,0,0,1,69,5,1,1,13,2,49,0,16,0,0,2,2,1,1,5,21,1,1,10,1,0,1,1,0,16,1,1,2,2,3,2,1.5,2,0,0,0,0,0,1.5,1,0,4,31,4,1,1,0,4,115,1,8,137,233,4,8,0,0,0,0,1003
2020-11-30,0,35,0,11,1,0,0,11,0,0,0,42,0,38,12,1,11,0,1,1,2,1,1,8,0,0,0,17,30,0,7,0,0,0,1,100,24,0,0,12,0,36,0,18,0,0,0,2,4,0,4,24,1,0,11,0,1,4,1,2,14,1,1,0,5,5,2,2,1,0,0,0,0,1,1,1,0,3,38,5,3,3,0,2,197,3,4,141,220,3,7,1,0,0,0,1161
2020-12-01,0,23,0,6.5,0,0,0,6,0,0,0,24.5,0,22,5,2.5,2,0,1,0,0,0,1,5,0,0,0,1,6,0,5,0,0,0,0,13,5,0,0,4,0,16,1,5,0,0,0,1.5,0,0,3.5,9,0,0,1,0,1,1,0,1,11.5,1,0,0,7,1,0,0,1,0,0,0,0,0,0,0,0,6,14,0,0,3,0,0,143,0,0,41,198,3,5.5,0,0,0,0,139
2020-12-02,1,11,0,2,0,0,0,1,0,0,0,7,1,6,14,4,14,0,2,0,0,0,1,2,0,0,2,24,41,1,10,0,0,0,0,72,27,0,0,7,1,37,1,24,0,0,2,1,0,0,3,32,0,0,16,2,1,5,0,3,9,2,0,3,9,3,0,0,2,0,0,0,0,0,0,0,0,9,38,0,0,5,0,0,89,0,0,179,176,3,4,0,0,0,0,919
2020-12-03,0,31,0,6,7,3,0,11,1,0,1,31,0,25,16,4,10,0,3,0,2,2,4,1,0,0,2,30,50,0,10,4,0,0,0,79,25,0,1,13,1,51,0,23,1,0,2,1,0,0,2,26,0,1,10,0,1,3,2,2,5,2,0,2,3,1,0,0,2,0,0,0,0,0,0,0,0,24,41,0,0,8,0,4,105,0,4,113,256,4,4,1,0,0,1,1086
2020-12-04,0,20,0,10,4,1,0,1,1,0,0,39,0,24,14,2,9,1,3,1,2,2,2,2,4,0,2,16,37,0,10,1,0,0,0,66,14,0,2,11,2,44,0,14,1,0,2,1,0,0,6,27,0,1,8,0,1,2.5,1,1,18,1,0,1.5,5,1,0,0,4,0,0,0,0,0,0,0,0,11,29,0,0,6,1,3,90,1,1,108,210,5,7,0,0,0,0,914
2020-12-05,0,22,0,12,7,1,0,6,1,0,0,38,0,42,18,4,5,0,3,1,1,1,2,16,3,0,3,18,36,1,9,0,0,0,0,69,18,0,1,11,1,51,0,20,1,0,0,1,0,0,1,33,0,0,5,0,1,2,1,1,7,1,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,3,44,0,0,2,0,2,132,1,2,96,256,3,17,0,0,0,0,1047
2020-12-06,0,16,0,5,4,0,0,6,0,0,0,39,0,37,18,4,11,0,1,0,2,1.5,2,7,2,0,1,18,49,5,6,0,0,0,1,71,18,0,1,7,7,41,0,21,1,0,0,2,0,0,1,23,0,0,16,1,1,2,0,1,9,1,0,3,2,1,0,0,2,0,0,0,0,0,0,0,0,4,26,0,0,5,0,3,105,1,1,77,270,2,13,1,0,0,0,984
2020-12-07,0,15,0,4,4,0,0,4,0,0,0,36,0,38,21,3,13,0,1,0,1,2,2,5,1,0,3,21,42,4,13,1,0,0,0,63,13,1,3,6,7,28,1,18,1,0,1,1,0,0,3,46,0,0,9,1,0,7,0,2,11,1,0,1,6,3,0,0,2,0,0,0,0,0,0,0,0,7,35,0,0,7,0,3,93,0,2,63,257,3,3,1,0,0,0,955
2020-12-08,0,16,0,9,3,0,1,8,0,1,0,76,0,30,15,3,8,0,1,4,2,3,2,9,0,0,0,25,64,1,10,2,0,1,0,75,20,1,0,7,2,32,11,19,1,0,3,1,0,0,3.5,55,0,0,23,0,0,3,1,3,7,1,0,2,5,1,0,0,2,0,0,0,0,0,0,0,0,6,37,0,0,3,0,7,77,0,3,86,343,3,7,1,0,0,0,1166
2020-12-09,0,20,0,10,1,2,0,3,1,1,4,60,0,41,22,2,10,1,2,1,1,2,1,1,0,0,0,34,75,2,4,0,0,0,0,71,32,1,0,5,3,28,7,17,2,0,1,1,0,0,4,33,0,0,20,0,0,1,1,1,6,3,0,3,3,3,0,0,2,1,0,0,0,0,0,0,0,8,52,0,0,5,0,20,65,2,1,73,227,3,3,1,0,0,0,1015
2020-12-10,0,25,0,3,3,1,0,10,1,0,0,49,0,28,20,1,8,0,3,4,1,2,3,3,0,0,1,47,69,2,5,0,0,0,0,86,14,1,0,8,3,22,3,17,1,0,2,2,0,0,3,36,0,0,15,0,0,1,0,1,4,1,0,4,7,2,0,0,1,0,0,0,0,0,0,0,0,12,30,0,0,9,0,2,54,2,2,95,239,5,6,0,0,0,0,994
2020-12-11,0,19,0,7,5,1,0,5,1,0,0,44,0,34,15,3,7,0,1,2,1,3,4,5,1,0,2,19,135,2,5,1,1,1,0,61,24,1,2,8,1,26,2,16,3,1,1,1,0,0,3,49,0,0,21,0,0,5,0,0,6,1,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,7,48,0,0,11,0,2,72,1,1,76,244,6,8,0,0,0,0,1051
2020-12-12,1,21,0,8,5,0,0,6,1,0,1,40,0,45,17,1,15,0,1,2,1,3,2,2,1.5,0,1,25,119,2,6,1.5,0,1,1,55,17,0,0,10,3,35,1,21,2,1,1,3,0,0,2,34,0,0,30,2,0,5,2,0,12,2,0,4,9,4,0,0,2,0,0,0,0,0,0,0,0,5,42,0,0,4,0,2,71,1,1,79,277,1,2,0,0,1,0,1084
2020-12-13,0,20,0,9,7,0,0,10,0,0,1.5,58,0,46,31,1,16,0,4,2,1,1,2,9,2,0,7,43,386,3,13,2,0,1,1.5,148,19,0,0,12,5,118,1,20,3,1,1,2,0,0,4,100,0,0,83,1,1,13,1,1,21,4,0,6,4,5,0,0,2,0,0,0,0,0,0,0,0,20,64,0,0,20,0,2,87,1,5,102,261,10,3,0,0,0,1,1848
2020-12-14,0,36,0,13,7,1,0,25,0,0,2,64,0,48,33,2,30,2,2,2,1,1,9,17,1,0,5,68,163,4,15,2.5,0,0,2,124,19,0,2,20,2,97,1,23,2.5,0,1,3,0,0,5,102,0,1,527,4,0,17,2,2,20,3,0,3,3,1,0,0,1.5,0,0,0,0,0,0,0,0,89,80,0,0,19,1,3,90,3,4,251,358,20,7,0,0,0,2,2486
2020-12-15,1,39,0,7,3,1,0,10,0,1,2,88,1,43,35,1,23,2,2,2,1,4,9,10,1,0,1,78,139,2,7,3,0,0,0,113,36,0,1.5,14,4.5,55,0,20,2,0,4,1,0,0,4,72,0,2,164,1,0,5,2,1.5,8,6,0,5,7,7,1,0,1,0,0,1,0,0,0,0,0,31,66,1,1,13,0,18,66,2,5,210,219,11,10,0,0,0,0,1721
2020-12-16,1.5,22,0,4,3,1,0,3,2,0,2,49,0,42,27,3,15,2,3,1,5,1,4,4,1,0,4,17,141,1,8,0,0,0,0,87,32,0,1,15,7,52,0,17,2,0,1,1,6,0,4,61,0,1,169,1,3,7,2,1,6,3,1,9,4,3,4,0,1,1,0,1,0,6,1,1,0,18,59,0,2.5,6,0,2,59,1,1,125,240,9,9,0,0,0,0,1413
2020-12-17,2,55,0,17,6,1,0,7,3,0,2,49,0,48,34,3,28,0,2,1,7,1,7,14,1,1,4,96,103,1.5,5,0,0,0,0,49,6,0,0,20,2,54,2,14,3,0,3.5,2,5,1,3,69,1,1.5,91,1,1,5,2,1,4,6,1.5,4,4,10,1,1,1,0,0,1,1,5,3,2,1,10,79,0,4,17,0,8,63,1,1,164,298,2,9,0,0,0,0,1561
2020-12-18,1,56,0,27,21,1,0,8,0,0,2,79,0,64,23,1,15,0,1,1,4,1,5,14,2,1,4,53,99,2,9,0,1,1,0,89,16,0,0,24,3,89,1,12,4,0,6,1,5,0,2,111,1,2,64,1.5,1,10,2,0,6,3,2,4,5,5,2,0,1,0,0,1,1,2,1,1,1.5,18,86,4,4,20,0,11,66,3,1,144,309,2,8,0,0,0,0,1660
2020-12-19,2,21,0,47,6,1,0,11,0,0,2,49,1,58,31,1,40,0,3,1,1,1,6,7,5,1,4,50,91,0,9,4,0,1,0,108,10,1,0,28,10,101,3,20,2.5,0,1,4,6,0,5,71,1,0,74,2,2,29,0,0,11,6,3,6,3,3,3,0,1,0,0,1.5,1,4,0,2,2,27,88,7,3,17,0,63,80,7,3,651,315,1,11,0,0,0,2,2270
2020-12-20,3,43,0,55,5,1,0,16,1,0,4,80,0,71,39,8,42,0,5,2,5,5,8,21,9,4,1,83,126,0,9,2,0,1,2,153,32,1,2,48,8,134,1,19,1,0,7,2,13,1,6,102,2,0,88,2,3,14,0,0,15,7,2,13,6,2,7,2,1,0,2,2,3,8,0,2,2,14,144,5,8,19,1,123,150,3,4,510,435,9,26,0,2,0,2.5,2864
2020-12-21,1,56,0,28,5,3,0,11,4,0,2,74,0,93,87,3,52,2,7,3,2,4,12,59,4,3,3,63,83,4,11,2,0,1,0,217,20,2,2,19,7,70,2.5,27,1,2,3,5,7,2,11,113,1.5,0,63,0,3,20,3,2,47,6,1,19,3,4,2,6,2,0,1,2,5,9,3,0,4,21,103,3,1,13,0,69,294,5,6,321,396,7,19,1,0,0,3,2685
2020-12-22,0,40,0,10,2,3,0,7,3,0,0,49,0,68,26,2,18,1,1,1,1,2,5,16,3,1,1,18,69,2.5,8,1.5,0,1,0,140,22,4,1,38,5,45,4,19,1.5,1.5,2.5,2,4,0,3,38,1,0,43,0,3,18,1,0,15,4,1,13,3,5,2,1,0,0,0,4,0,4,2,0,1,15,42,4,2,13,0,25,53,0,2,123,220,2,8,1,0,2,2,1332
2020-12-23,0,42,0,6,4,2,0,5,2,0,0,46,0,41,30,0,13,2,2,2,8,3,1,5,1,1,1,21,49,1,8,1,0,0,0,77,17,3,0,14,4,37,1,18,2,1,2,1,2,0,1,47,0,0,45,1,6,9,1,0,6,2,1,5,8,2,3,1,0,0,0,1,0,1,1,0,1,15,52,1,4,7,1,15,40,0,4,144,179,3,6,1,0,0,1,1121
2020-12-24,0,25,0,16,2,1,0,6,1,0,0,44,0,40,24,0,10,2,2,3.5,1,1,3,4,1,1,1,18,58,2,7,1,0,0,1,50,18,3,0,12,3,51,0,14,1,1,0,1,2,0,5,44,0,0,32,0,1,2,2,0,2,4,1,3,4,1,1,0,0,0,0,1,1,6,0,0,1,15,33,3,2,6,0,21,29,0,2,99,203,2.5,4,0,0,0,0,969
2020-12-25,0,33,0,5,1,1,0,3,2,0,0,34,0,42,19,0,8,0,2,5,2,1,1,5,2,2,1,9,54,2.5,4,1,0,0,0,73,24,0,0,3,1,23,0,29,1,1,0,2,6,0,2,36,1,1,25,0,4,6,2,1,4,10,0,2,2,1,1,0,0,1,0,0,0,7,0,0,1,8,34,2.5,1,4,0,23,50,1,4,83,145,2,2,0,0,0,0,877
2020-12-26,1,21,0,6,8,1,0,4,1.5,1,3,34,0,47,21,0,10,0,2,1,2.5,1,2,6,6,0,1,10,54,3,6,0,0,0,0,55,24,0,2,9,1,51,3,21,1,0,0,1,3,0,2,16,0,0,32,0,2,9,2,1,17,3,0,1,4,3,6,0,0,0,0,0,0,3,1,1,1,20,40,2,1,2,0,23,40,0,3,86,166,2,5,0,0,0,0,925
2020-12-27,0,15,0,7,17,1,0,3,1,0,2,29,0,28,16,1,5,1,6,3,3,1,4,5,4.5,0,2,21,43,3,8,0,0,0,0,62,22,0,0,19,8,53,1,20,0,0,1,2,5,0,2,19,0,0,17,0,1,4,1,1.5,8,3,0,2,5,1,4,0,0,0,1,2,0,4,0,1,1,22,60,2,1,9,0,14,39,0,2,75,151,2,6,0,0,0,0,880
2020-12-28,0,33,0,9,2,1,0,3,1,0,1,31,0,42,28,1,13,1,1,7,2,3,4,9,3,0,2,19,56,3,1,1,0,0,1,104,29,0,0,12,3,35,0,10,0,0,1,3,4,0,2,36,0,1,33,0,2,17,2,2,6,1,0,3,9,3,1,0,1,0,0,0,0,12,0,1,1,140,44,3.5,5,9,0,8,41,0,5,120,215,3,13,0,0,1,1,1222
2020-12-29,0,50,0,15,15,3,0,7,1.5,0,1,61,0,65,48,3,11,1,2,1,3,5,5,5,2,1,2,23,64,5,11,1,0,0,0,176,32,4,1,30,3,49,0,22,0,0,6,3,5,0,5,37,2,1,37,0,3,146,1,0,22,3,1,6,10,7,1,0,0,0,0,0,0,12,1,2,1,113,47,5,2,5,0,16,39,0,5,246,284,2.5,5,1,1,1,2,1824
2020-12-30,0,23,0,27,7,2,0,6,2,0,2,46,0,68,31,1,13,1,2,3,1,2,9,10,1,0,1.5,38,59,1,7,2,0,0,0,79,20,2.5,0,84,6,38,0,29,1,0,2,1,6,0,3,44,2,0,37,1,0,30,1,0,15,1,1,9,11,2,6,0,0,0,1,1,0,7,0,2,1,40,55,7,1,8,1,18,20,1,2,341,272,2,10,0,0,1,2,1600
2020-12-31,0,25,0,19,8,1,0,15,2,0,3,47,0,60,22,4,6,2,2,2,2,1,8,5,2,0,1,29,58,2,5,2,0,0,0,96,29,1,0,46,0,42,0,36,1,1,1,1,5,0,8,33,0,0,39,1,0,8,0,0,16,0,0,2,7,3,1,1,0,0,0,1,2,5,0,1,0,35,51,7,2,9,0,24,22,2,4,255,254,3,6,0,0,1,2,1414
2021-01-01,0,3,0,1,1,1,0,11,2,0,2,7,0,8,13,1,1,0,2,2,1.5,6,3,5,2.5,0,1,13,41,0,3.5,0,0,0,0,48.5,0,0,0,30.5,0,26.5,0,19,0,0,1,0,0,0,5,9,0,0,5,0,0,21.5,0,0,10.5,0,0,2,4.5,4,0,0,0,0,0,0,0,0,0,0,0,27.5,15,0,0,3,0,16,24.5,0,2.5,86,190.5,0,5.5,0,0,0,3.5,230
2021-01-02,0,24,0,17,6,1,0,7,2,0,1,29,0,31,20,2,7,0,2,1.5,1,3,7,5,3,0,1,32,78,0,2,0,0,0,0,1,0,0,0,15,0,11,0,2,0,0,1,0,0,0,2,42,0,0,39,0,0,35,1,0,5,2,0,1,2,5,0,0,0,0,0,0,0,0,0,0,0,20,50,0,0,5,0,8,27,0,1,162,127,0,5,0,0,0,5,864
2021-01-03,0,27,0,10,7,1,0,4,1,0,1,47,0,48,25,2,23,0,4,1,1,2,5,7,1,0,2,31,101,4,13,0,0,0,0,127,16,0,0,57,2,101,0,29,0,0,12,2,0,0,1,41,0,0,33,1,0,141,2,0,22,2,0,2,6,5,0,0,0,0,0,0,0,0,0,0,0,47,47,0,0,4,0,28,49,1,4,212,213,2,61,0,0,1,7,1656
2021-01-04,4,34,0,8,4,1,0,8,2,0,1,42,0,45,26,2,24,0,3,1,2,1,5,5,3,0,3,24,75,1,10,0,0,0,0,74,14,1,1,55,4,56,0,37,1,0,4,2,0,0,2,42,0,0,40,1,0,9,1,0,7,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,31,45,0,0,2,0,25,30,2,4,1443,197,1,10,0,0,1,5,2503
2021-01-05,0,47,0,15,5,1.5,0,10,3,0,1,73,0,71,29,4,18,2,3,1,1,2,3,4,1,0,2,31,184,4,8,0,0,0,1,173,17,2,0,75,9,53,0,60,0,0,23,2,0,0,3,52,0,1,45,1,0,86,1,1,19,2,0,1,6,4,0,0,1,0,0,0,0,0,0,0,0,69,54,0,0,8,0,50,29,22,2,1180,309,2,4,1,0,1,10,2918
2021-01-06,0,30,0,14,13,2,0,1,4,0,2,53,0,70,31,3,16,0,3,2,1,4,4,15,1,0,1,27,91,1,16,2,0,1,0,106,11,2,0,60,2,44,2,34,0,0,4,1,0,0,9,23,0,1,44,0,0,14,3,0,2,2,0,6,7,1,0,0,1,0,0,0,0,0,0,0,0,32,32,0,0,11,0,33,23,2,3,454,235,3,9,0,0,2,8,1657
2021-01-07,0,40,0,11,5,1,0,1,0,0,3,52,0,27,40,2,25,0,2,5,1,3,3,8,1,0,1,23,61,1,3,2,0,0,0,51,15,1,0,51,4,45,1,43,0,0,1,2,0,0,8,41,0,1,37,0,0,12,2,0,5,9,0,4,15,1,0,0,1,0,0,0,0,0,0,0,0,25,50,0,0,2,1,16,24,2,3,351,158,2,5,0,0,3,5,1322
2021-01-08,0,34,0,33,6,2,0,8,0,0,1,65,0,39,29,2,26,1,4,4,1,2,11,14,1,0,1,19,60,1,3,1,0,0,0,52,11,0,0,59,4,34,0,39,0,0,3,1,0,0,4,37,0,1,34,0,2,4,0,0,1,3,0,19,3,4,0,0,0,0,0,0,0,0,0,0,0,21,64,0,0,6,0,30,22,0,1,388,178,4,10,0,0,4,13,1440
2021-01-09,1,34,0,19,3,1,0,6,0,0,1,39,0,36,41,1,23,0,6,2.5,1,2,6,9,2,0,1,27,64,0,12,2,0,0,1,69,17,0,0,38,5,32,0,65,0,0,2,1,0,0,7,36,0,0,22,0,0,3,0,0,2,2,0,12,5,4,0,0,0,0,0,0,0,0,0,0,0,17,65,0,0,9,0,23,30,0,1,372,141,4,9,0,0,1,6,1361
2021-01-10,1,31,0,31,4,10,0,3,1,0,1,34,0,32,22,5,19,0,12,1,1,2,5.5,13,0,0,1,15,67,0,11,0,0,0,1,43,13,0,0,43,5,29,1,48,0,0,3,1,0,0,4,58,0,0,65,0,0,4,1,0,4,1,0,8,1,1,0,0,0,0,0,0,0,0,0,0,0,11,34,0,0,2,0,10,30,1,3,297,108,6,9,1,0,2,3,1178
2021-01-11,1,29,0,10,7,2,0,2,4,0,1,42,0,38,24,3,13,0,9,3,3,1,5,22,0,0,1,20,53,0,7,0,0,0,1,66,15,0,0,49,4,36,0,57,0,0,4,1,0,0,20,35,0,0,52,1,1,11,1.5,0,3,2,0,5,4,4,0,0,0,0,0,0,0,0,0,0,0,50,80,0,0,5,0,19,22,1,3,310,154,3,10,0,0,2,1,1345
2021-01-12,0,32,0,5,6,2,0,2,1,1,1,56,0,61,39,1,11,0,3,1,2,1,4,22,0,0,1,33,79,0,3,1,0,0,1.5,175,14,0,1,42,3,58,0,34,0,0,2,1,0,0,27,62,0,0,117,1,1,14,2,0,6,1,0,2,2,4,0,0,1,0,0,0,0,0,0,0,0,27,74,0,0,6,0,8,23,1,5,289,169,2,5,0,0,1,3,1574
2021-01-13,0,36,0,7,8,3,0,7,3,0,0,46,0,64,26,1,32,0,4,1,5,1,7,18,0,0,3,28,63,0,7,5,0,1,2,82,16,0,0,19,6,55,0,42,0,0,2,1,0,0,30,78,0,0,76,0,2,15,2,0,1,2,0,24,2,7,0,0,0,0,0,0,0,0,0,0,0,18,88,0,0,7,0,6,30,1,2,318,150,6,4,0,0,1,6,1491
2021-01-14,0,24,0,19,2,1,0,2,0,0,0,47,0,93,40,2,19,0,2,2,2,2,2,15,0,0,2.5,51,82,0,6,1,0,1,0,64,10,0,0,23,1,34,0,26,0,0,2,2,0,0,21,41,0,0,49,0,1.5,3,2,1,4,3,0,10,6,1,0,0,0,0,0,0,0,0,0,0,0,19,64,0,0,13,0,3,43,0,3,260,159,1,5,0,0,2.5,6,1302
2021-01-15,0,22,0,4,6,0,0,5,0,0,0,80,0,54,39,1,16,0,6,1,2,4,4,4,0,1,2,32,82,0,5,2,0,1,0,54,11,0,1,32,9,42,0,22,0,0,2,1,16,0,16,52,0,0,35,2,1,10,1,0,6,1,0,13,4,2,1,0,0,0,0,0,0,1,0,0,0,22,75,1,5,13,0,6,43,0,3,295,172,2,5,1,0,4,8,1377
2021-01-16,0,20,0,9,8,0,1,3,2,0,0,61,0,45,38,1,27,0,3,2,2,2,2,3,0,0,1.5,26,64,3,8,0,0,0,1,98,11,0,0,20,2,32,0,39,0,0,1,3,21,0,19,34,0,0,60,1,1.5,3,2,0,2,3,1,11,2,3,5,0,1,1,2,0,0,1.5,0,0,0,19,75,1,4,12,0,7,19,0,2,234,159,9,4,1,0,1,1,1276
2021-01-17,0,17,0,9,13,0,0,2,0,0,0,105,0,50,25,1,23,0,5,2,1,5,2,3,1,0,1,30,60,3,3,0,0,0,0,45,15,0,0,28,5,40,1,38,0,0,1,2,25,0,25,39,1,0,37,1,2,7,3,0,1,5,0,10,3,4,7,0,0,0,1,1,0,2,0,0,1,14,42,0,4,10,0,5,24,0,2,268,134,2,2,1,0,1,6,1247
2021-01-18,0,20,0,3,5,0,0,9,0,0,1,73,0,44,36,3,15,1,5,1,2,2,9,8,1,0,1,27,58,6,2,0,0,0,0,49,13,0,0,38,1,40,0,28,0,0,1,1,8,0,13,39,1,0,31,0,1,7,2.5,0,5,3,0,5,6,2,13,0,0,0,0,1,1,3,0,0,1,15,50,0,3,7,0,3,15,1,5,222,125,3,9,1,0,1,4,1116
2021-01-19,0,27,0,12,6,0,0,8,0,0,1,88,1,37,18,3,15,1,2,1,4,4,6,18,0,0,1,20,109,2,6,0,0,0,0,49,14,1,1,30,7,46,0,25,1,0,3,2,11,0,10,22,1,0,41,0,1,7,2,1,5,2,1,18,4,2,8,0,2,0,0,2,8,1,0,0,1,15,63,0,2,4,0,6,27,1,7,217,181,3,6,0,0,1,5,1266
2021-01-20,0,22,0,4,4,1,0,3,0,0,1,52,0,29,25,3,12,0,3,1,3,1,6,14,0,1,0,16,56,2,2,4,0,0,0,28,8,1,0,15,3,22,0,30,0,0,1,3,12,0,14,22,0,0,69,0,1,4,1,0,4,4,0,3,8,5,9,0,0,0,0,1.5,1,2,0,1,0,14,100,0,3,6,0,7,16,1,2,174,118,2,4,0,0,1,4,997
2021-01-21,0,20,0,3,3,2,0,3,3,0,1,46,0,32,27,7,12,0,3,2,1,2,4,21,0,1,0,28,52,3,6,2.5,0,0,0,41,15,1,0,31,2,18,0,24,0,1,1.5,1,10,0,10,40,0,1,53,0,2,2,2,0,4,3,0,2,7,4,1,0,0,0,2,1,3,3,1,0,0,23,63,2,4,2,0,10,19,0,3,170,136,1,64,0,0,2,3,1077
2021-01-22,0,28,0,3,7,1.5,0,6,2,0,1,66,0,43,30,1,12,0,0,1,1,3,9,17,0,1,0,20,45,3,6,1,0,0,0,41,16,0,0,30,1,21,0,26,0,0,2,1,11,0,7,37,2,0,42,0,2.5,2,3.5,0,2,3.5,0,2,4,3,6,0,1,0,2.5,0,2,1,0,0,1,9,71,2,10,5,1,2,18,0,2,216,139,4,3,0,0,3,6,1062
2021-01-23,0,26,0,4,4,1,0,5,1,1,0,58,0,43,32,2.5,27,0,0,0,1,0,4,12,0,1,2,36,45,0,3,1,0,0,0,37,14,0,0,35,2,37,0,29,0,0,2,2,8,0,10,46,1.5,0,61,1,3,3,5,1,3,4,0,14,1,5,5,1,0,0,3,0,1,3,0,0,2,13,115,3,1,3,1,2,31,0,3,242,172,4,12,0,0,1,4,1266
2021-01-24,1,26,0,14,3,1,0,12,2,0,0,40,1,52,45,4,20,0,9,0,2,0,13,12,0,5,1,63,74,0,12,1,0,0,0,83,9,0,0,25,9,45,1,35,0,0,2,1,13,0,20,45,1,0,70,2,2,3,1,0,6,8,0,13,3,3,9,0,0,0,1,1,3,4,0,0,1.5,14,117,1,1,3,1,6,55,0,4,324,167,5.5,7,0,0,1,4,1554
2021-01-25,1,34,0,11,12,1,0,17,2,0,0,56,0,56,54,2,24,0,5,3,3,2,8,16,1,0,1,77,65,5,8,1,0,0,1,92,16,1,1,35,7,44,0,40,1,0,1,3,8,0,13,256,1,1,45,4,4,8,2,0,17,12,2,25,4,11,6,0,0,0,0,3,3,3,0,0,1,13,132,4,6,11,1.5,12,144,1,5,268,256,7,15,0,0,1,1,2035
2021-01-26,0,25,0,7,3,2,0,10,0,0,0,62,0,41,53,2,78,2,4,1,2,2,9,19,0,0,0,63,59,7,7,2,0,0,1,86,25,2,1,48,12,37,0,28,0,1,2,2,9,0,15,102,1,0,42,3,2,11,3,0,6,5,2,21,2,2,8,0,1,0,0,0,2,4,3,1,3,23,128,3,8.5,10,2,11,39,1,3,348,231,7,14,0,0,1,5,1810
2021-01-27,0,23,1,6,5,3,0,7,0,0,0,31,0,57,18,2,26,0,1,1,1,3,3,20,0,0,0,24,48,5,4,4,0,0,1,47,8,1,0,17,0,24,0,21,0,0,1,1,5,0,11,39,1,0,31,1,2,5,2,1,7,3,2,47,2,3,9,0,0,0,0,0,2,1,2,0,2,9,56,0,11,4,1,6,34,1,3,259,151,1,5,0,0,1,2,1142
2021-01-28,0,22,0,8,4,2,0,4,1,0,0,45,1,35,29,7,8,0,5,2,1.5,4,4,15,1,0,1,41,57,3,9,0,2,0,0,51,9,0,0,19,0,15,0,13,0,0,2,1,3,0,10,25,1,0,18,3,1,7,2,0,4,1,1,1,2,2,7,0,0,0,1,0,1,1,1,0,0,13,39,0,3,3,0,5,22,0,3,172,138,1,4,0,0,1,1,924
2021-01-29,0,12,0,8,1,1,0,7,1,0,0,36,2,27,28,8,10,0,1,0,2,2.5,3,6,1,0,1,32,40,3,5,0,0,0,0,43,9,0,0,20,1,32,0,17,0,0,2,1,8,0,3,22,0,0,30,1,2,1,2,0,2,1,0,2,3,6,3,1,0,0,1,1,3,0,0,0,0,10,45,0,4,6,0,5,26,0,5,187,156,1,1,2,0,1.5,3,915
2021-01-30,0,19,0,4,5,2,0,6,0,0,0,20,3,29,17,5,7,0,4,0,1,1,2,6,0,1,2,30,45,1,8,0,0,0,0,45,21,0,0,29,2,28,0,13,0,0,1.5,1,24,0,12,22,0,0,34,0,2,1,3,0,5,2,0,7,3,18,2,1,0,0,0,1,0,0,0,2,0,19,39,0,6,1,0,6,19,0,2,194,107,2,3,0,1,2,1,917
2021-01-31,0,13,0,46,9,2,0,7,0,0,0,27,2,33,13,7,5,0,3,0,1.5,1,2,2,0,1,1,18,41,10,10,1,0,1,0,37,7,0,0,26,4,24,1,16,0,0,1,2,6,0,12,28,1,1,40,0,2,2,2,0,3,2,0,7,3,2,8,0,0,1,0,0,0,2,0,0,0,3,52,0,5,6,0,1,21,1,1,200,118,1.5,2,0,0,1,1,920
