month,Algeria,Argentina,Armenia,Australia,Austria,Bangladesh,Belarus,Belgium,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Canada,Chile,China,Colombia,Democratic_Republic_of_the_Congo,Cyprus,Czech_Republic,Denmark,Dominican Republic,Ecuador,Egypt,El Salvador,Finland,France,Germany,Ghana,Greece,Guatemala,Guinea,Haiti,Honduras,India,Indonesia,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,"Korea, South",Kuwait,Lebanon,Malaysia,Maldives,Mexico,Morocco,Nepal,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Russia,Rwanda,Saudi Arabia,Senegal,Serbia,Singapore,South Africa,Spain,Sri Lanka,Thailand,Turkey,Uganda,United Arab Emirates,United Kingdom,Uruguay,United States,Venezuela,Vietnam,Yemen,Zambia,Zimbabwe,Grand Total
2020-08-11,492,7043,160,414,139,2996,58,388,1693,210,0,52160,336,1572,52,12830,10,25,289,156,595,862,168,397,22,1414,1032,192,193,979,88,23,531,60963,1693,2345,3396,33,1823,412,16,685,15,497,54,668,309,9,66,6686,1132,638,333,10,423,67,263,531,1070,285,6547,2900,551,120,384,4892,19,1521,68,235,61,2511,3632,9,0,1183,16,262,1150,21,48003,1138,19,19,65,70,257572
2020-08-12,495,7663,201,231,194,2995,97,639,1743,253,0,55155,314,1552,87,12066,39,14,292,132,1130,1547,129,375,19,2598,1319,168,235,1123,98,15,254,66999,1942,2510,3441,37,1622,476,18,986,20,679,56,717,292,11,143,5858,1499,484,1327,19,453,32,249,730,913,499,7711,4211,715,278,292,5054,18,1569,207,254,42,2810,3172,1,5,1212,19,246,1039,8,56040,1150,17,10,226,75,276638
2020-08-13,488,7498,229,384,155,2617,101,544,1388,223,148,60091,477,1866,99,11286,51,14,326,167,910,1233,145,349,41,2678,1422,153,204,1195,82,94,385,64553,2098,2625,3841,91,1643,522,6,1183,17,650,103,701,298,15,128,7371,1241,525,688,13,373,68,232,753,1069,371,8875,3777,811,325,343,5017,11,1482,153,247,102,3946,7550,1,3,1243,21,277,1148,16,51316,1281,28,6,162,97,289218
2020-08-14,477,6365,276,293,282,2766,105,922,1491,351,0,50644,425,2077,70,11306,16,13,292,168,1354,1066,112,321,17,2923,1510,122,251,1144,62,38,425,64732,2307,2501,4013,66,1388,574,11,1347,9,580,166,699,334,20,78,5618,1306,594,721,7,329,57,212,626,956,633,17741,6134,832,235,251,5016,93,1383,132,235,83,6275,5479,4,17,1226,32,330,1461,12,65336,1012,19,11,358,82,303744
2020-08-15,469,6663,196,252,303,2644,156.5,756,1196,266,0,41576,220,1791,65,11578,33,14,198,109,1057,1279,116,305,20,3210,697,363,226,885,83,29,512,64030,2345,2245,4293,196,757,629,21,1233,10,515,279,512,397,26,107,6345,1776,468,762,13,325,57,181,747,1263,359,13624,4258,771,198,277,5030,59,1413,160,238,81,4513,0,4,9,1256,49,283,1042,13,46951,1226,21,11,165,104,247738
2020-08-16,450,5469,168,271,191,2024,208,454,1198,288,0,23101,179,2044,96,11643,38,7,121,136,764,854,139,293,11,3003,519,322,217,249,139,21,523,57711,2081,2133,4348,66,1068,477,31,1023,39,271,197,508,439,25,106,4448,1472,641,579,9,298,40,162,1168,1275,410,9507,3335,594,121,271,4911,101,1227,130,211,86,3692,0,3,1,1192,66,210,1111,6,39212,1148,13,11,157,85,214490
2020-08-17,442,4557,38,215,164,2595,73,211,879,310,94,19373,214,1556,66,8328,30,12,190,124,428,209,115,281,21,650,1693,121,147,382,138,48,493,55018,1821,2247,3202,56,1650,320,16,643,20,245,246,622,456,12,124,3571,1069,581,512,12,417,55,140,892.5,603,344,10143,3221,595,132,288,4839,87,1372,75,100,91,2541,16269,7,1,1233,60,229,721,17,36652,1047,19,15.5,496,47,207708
2020-08-18,419,6840,145,216,295,3200,84,363,1796,240,0,47784,866,1353,53,12462,15,8,281,119,386,1190,163,269,24,2119,1420,340,250,903,95,18,675,64572,1673,2385,4576,186,1649,401,17,919,40,271,297,643,421,7,170,5506,1245,1016,580,6,410,51,192,617,247,471,5547,4739,597,214,293,4718,37,1409,68,108,100,2258,5114,2,3,1263,43,365,1113,28,45033,895,6,20,142,70,258255
2020-08-19,403,6693,210,247,255,2747,128,582,2031,340,0,49298,324,1182,33,13056,20,26,315,90,1004,1534,161,255,29,3772,1586,101,212,1034,77,24,628,69672,1902,2444,4093,48,1640,642,46,1092,44,379,288,675,589,16,146,5792,1510,681,658,5,593,51,188,613,964,527,7828,4561,735,253,295,4790,67,1363,141,158,93,3916,6671,9,1,1303,53,435,831,8,47320,1171,5,3,237,265,279551
2020-08-20,411,8225,263,171,347,2868,149,699,1015,338,0,45323,217,1812,40,11541,16,10,247,117,883,1033,111,247,37,4800,1586,166,250,1102,84,28,521,68900,2266,2279,3995,129,1487,840,98,1172,16,426,324,622,605,5,145,6775,1325,707,625,11,476,35,163,513,101,684,9099,4248,767,291,268,4767,73,1287,113,161,68,3880,7039,16,7,1412,94,461,1195,13,44041,699,13,7,154,102,272555
2020-08-21,409,8159,158,195,331,2401,161,716,1370,367,0,30355,694,1920,49,8419,45,11,506,72,857,973,123,236,29,5009,1737,65,204,958,56,48,562,69876,2197,2206,4288,79,1493,947,56,1049,34,322,332,502,628,9,194,5928,1609,838,613,6,340,78,0,630,537,719,8639,4343,903,219,257,4838,63,1213,130,169,117,3398,8148,23,1,1203,98,391,1060,10,48843,652,2,7,255,70,261219
2020-08-22,401,7759,139,209,300,2265,174,574,992,319,0,50032,241,1939,38,10965,9,11,239,112,694,608,89,220,35,3474,832,122.5,243,915,45.5,19,602,69239,2090,2028,3965,153,711,1071,119.5,967,44,355,397,688,611,8,96,6482,1565,634,595,3,601,24,0,586,1088,438,9008,4884,900,241,284,4860,109,1184,161,170,50,3707,0,6,3,1309,318,424,1332,5,43064,738,5,1,204,78,264270
2020-08-23,392,5352,176,104,191,1973,183,468,722,316.5,0,23421,257,1957,41,8036,19,4,133,78,600,680,103,202,14,4680,633,180,283,332,35,34,528,61408,2037,2113,3291,61,965,1209,183,742,33,246,266,571,507,10,119,3948,1537,818,519,9,322,24,0,1087,1420,259,9169,2352,581,145,243,4797,200,1109,99,109,87,2728,0,6,5,1217,97,390,1048,6,34247,607,2,4,251,37,206164
2020-08-24,398,8713,33,138,242,2485,177,156,999,314,254,17078,777,1903,23,10549,12,30,258,106,447,520,138,189,18,1976,1628,117,155,345,109,32,968,60975,1877,2245,3644,147,1900,953,83,500,30,193,280,432,457,7,133,3541,903,743,654,7,321,72,740,768.5,585,369,9090,4651,548,123,258,4688,217,1175,64,57,51,1677,19382,6,2,1443,99,275,977,6,36482,774,6,5,66,140,225228
2020-08-25,370,8771,111,151,211,2545,82,355,851,297,0,47134,309,1417,34,10425,49,23,367,84,609,741,141,175,43,3616,1461,95,168,1118,52,28,398,57224,2447,2213,3962,85,1956,876,120,730,77,246,320,613,532,11,135,4916,1276,855,459,5,252,59,143,450,896,626,6112,2912,763,192,232,4639,231,1114,43,106,31,1567,7117,12,5,1502,64,339,1201,3,40354,820,7,8,137,126,243995
2020-08-26,391,10550,131,118,327,2519,247,583,1095,283,0,47161,477,1380,32,10130,21,10,403,57,340,1519,206,154,21,287,1427,52,293,1063,39,2,772,85687,2306,2243,3837,162,1953,1366,72,891,40,213,441,698,561,6,178,5267,1336,885,699,7,221,50,166,482,701,644,6944,5197,729,362,244,4642,88,1068,130,154,60,2684,7296,13,1,1313,98,399,1146,7,45172,807,5,6,91,55,283799
2020-08-27,397,10104,203,126,328,2436,191,470,1035,311,0,44235,456,1737,30,9752,3,12,218,90,407,670,237,144,17,11203,1561,72,251,1142,46,10,1020,77266,2719,2190,3651,90,2071,1409,66,874,45,373,371,674,689,5,104,6026,1221,1111,602,12,296,38,187,445,900,418,5996,3220,887,399,246,4675,47,1019,108,125,77,2585,9658,2,1,1491,155,491,1542,8,45393,933,2,3,225,41,283908
2020-08-28,387,11717,181,99,229,2211,181,452,1280,294,0,43412,506,1870,22,8497,79,14,608,73,426,922,223,131,23,7641,1555,108,269,1065,38,29,1141,76472,3003,2115,4177,125,1832,1460,141,846,68,241,323,633,676,10,140,5824,1404,927,573,13,160,40,0,415,642,583,8619,3963,791,401,208,4758,70,1069,90,108,94,1846,9779,3,6,1517,77,390,1297,5,46832,981,2,10,178,96,283611
2020-08-29,378,9230,175,123,395,2131,177,647,945,336,0,41350,297,2037,27,9392,13,2,317,79,342,765,212,122,7,5460,709,169,177,758,79,10,835,78761,3308,1905,3834,142,910,1444,102,854,24,164,299,646,662,11,109,5974,1567,884,571,2,250,29,0,319,713,601,7964,3587,759,374,211,4843,101,987,72,75,51,2419,0,6,1,1549,91,427,1110,14,42754,1067,2,3,123,18,263816
2020-08-30,365,7187,124,76,181,1897,164,443,614,243,71,16158,249,1965,32,8020,38,4,273,112,509,742,230,98,28,5366,470,87,157,233,120,13,529,78512,2858,1754,3731,40,1101,1365,244,605,73,263,248,412,595,17,89,4129,1343,1221,551,9,138,32,539,264,728,631,9474,4265,631,320,168,4897,177,910,100,83,54,2505,0,17,1,1482,81,362,1752,15,34404,922,3,7,123,6,220988
2020-08-31,348,9309,31,73,272,2174,156,194,630,171,81,45961,1030,1752,19,7190,52,1,251,94,474,119,212,94,9,3113,1497,93,183,162,38,35,840,69921,2743,1642,3757,51,2178,996,102,438,68,144,235,473,438,6,137,3719,1191,899,553,14,143,139,178,213,917,557,7731,3423,502,244,203,4932,43,951,55,41,41,1985,23572,37,1,1587,44,541,1415,10,35362,860,4,5,72,85,262865
2020-09-01,339,10504,97,104,204,1950,119,251,669,270,91,42659,504,1419,19,8932,7,2,499,99,264,542,176,91,56,5104,1213,162,207,819,70,15,755,78357,2775,1682,3404,214,2252,975,163,627,63,114,267,702,469,14,199,6476,1191,1069,570,5,239,89,206,300,570,676,4871,3445,550,231,216,4670,79,898,44,76,40,1218,8115,43,5,1572,65,574,1332,16,41846,1028,3,4,284,62,264907
2020-09-02,325,10933,197,126,327,2582,179,424,661,283,0,46934,519,1594,20,9295,10,5,656,111,648,1148,165,84,19,7113,1396,198,233,751,85,24.5,757,83883,3075,1858,3946,89,3193,1326,224,596,64,178,195,667,598,6,137,4921,1672,1120,858,2,216,163,329,865,532,800,5092,2176,595,390,212,4893,76,816,88,99,8,2336,8581,9,8,1596,75,735,1514,15,41018,1127,2,14,34,79,283508
2020-09-03,311,12026,196,87,403,2158,161,633,853,287,0,43773,586,1762,33,8253,11,3,679,180,1002,903,145,96,39,7122,1429,55,241,714,100,34,632,83341,3622,1994,4755,92,2661,1397,213,659,72,212,198,900,588,14,141,5937,1402,1228,696,5,125,86,452,498,830,821,9054,1963,612,418,214,4958,37,833,83,95,48,2420,8959,10,2,1642,176,614,1779,10,44251,994,2.5,3,108,40,281460
2020-09-04,304,10684,190,71,357,1929,183,630,799,338,278,50163,614,1968,22,8489,24,4,797,174,1574.5,815,157,99,25,8834,1443,64,202,682,70,51,640,86432,3269,2026,5036,97,2623,1732,68,588,68,179,168,865,527,11,80,6196,1750,1359,817,3,155,111,0,513,682,695,13016,3669,691,406,217,5064,49,822,55,96,40,2063,10476,4,4,1612,65,612,1978,17,50382,1096,3,4,116,159,314005
2020-09-05,298,9924,188,71,358,1950,178,651,661,297,0,31199,370,1965,17,8393,29,5,503,189,2147,870,130,107,36,8594,775,0,186,441,109.5,68,554,90632,3128,1894,4644,231,1505,1694,60,601,52,136,167,720,521,6,125,6319,1555,1041,734,5,162,65,0,695.5,709,1217,6703,2498,567,486,227,5144,45,791,67,77,34,1806,0,6,7,1673,186,705,1827,16,43158,1192,0,4,70,0,270061
2020-09-06,293,6986,134,43,184,1592,196,542,528,121,0,14521,379,2076,33,8065,32,2,404,147,557,0,151,102,30,7016,670,0,138,202,149,51,412,90802,3444,1992,3651,138,2177,1296,79,451,58,83,119,619,415,6,98,4614,2234,980,950,4,100,92,692,878,738,615,6854,2795,437,315,231,5097,25,756,39,56,40,1633,0,2,6,1578,128,513,2987,10,31218,1124,0,4,67,0,230514
2020-09-07,289,9215,62,52,290,2202,172,402,835,100,124,10273,405,1764,20,5327,23,1,560,230,565,0,178,105,36,4266,1898,92,139,145,18,34,50,75809,2880,2152,4314,102,3388,1150,80,295,67,102,136,805,400,62,83,3486,1386,979,845,6,155,133,256,330,535,867,6275,1362,302,249,253,5106,35,768,27,36,22,845,26560,9.5,1,1703,109,470,2953,14,23613,1061,0,2,60,461,217928
2020-09-08,285,12027,108,92,520,1892,177,372,704,301,0,14279,1462,1267,9,7665,59,1,1161,244,233,665,187,98,10,6738,1331,143,169,893,32,18,404,89706,3046,2302,4894,306,3489,1369,140,511,103,151,156,857,498,100,74,5351,1941,902,1090,6,296,102,262,426,829,861,1598,3260,400,388,231,5020,30,781,30,53,47,1079,8964,17,1,1761,124,644,2481,19,27226,1213,5,5,116,90,242032
2020-09-09,278,12259,199,59,502,1827,194,550,1037,297,0,35816,378,1486,13,7338,32,3,1159,252,806,1409,175,91,93,8619,1476,301,248,901,37,2,379,95735,3307,2313,4243,84,3996,1430,114,540,78,104,155,838,553,24,93,4461,2157,1081,1293,4,176,123,349,371,635,812,4615,3156,421,646,267,5172,21,775,58,84,75,1990,8866,7,1,1673,201,883,2681,29,34049,1188,5,5,160,41,284814
2020-09-10,272,11905,174,40,664,1892,189,877,860,286,126,40557,821,1642,27,7813,19,3,1377,317,779,1040,154,86,39,9762,1716,188,372,684,61,14,205,96551,3861,2063,4597,196,4161,1597,74,652,80,143,176,740,560,45,66,5043,1889,1246,931,1,197,121,398,341,673,605,6586,3804,506,585,206,5310,19,708,48,58,63,2007,10764,8,7,1512,190,930,2931,18,36056,1072,3,4,102,24,299859
2020-09-11,264,11507,177,43,580,1792,193,969,967,290,0,43718,720,1866,18,7424,18,3,1447,293,516,1526,151,85,43,9509,1586,75,282,703,33,53,247,97570,3737,2313,4254,211,3975,1616,93,642,206,190,136,653,546,182,90,5935,2430,1454,1354,2,188,136,0,584,615,881,7291,4017,594,687,235,5421,55,687,43,92,86,1960,12183,14,7,1671,86,931,3544,14,47769,840,1,4,109,26,321361
2020-09-12,255,10776,172,44,869,1282,191,941,810,304,0,33523,488,2131,23,6876,24,3,1541,343,860,1719,148,78,45,11337,1082,46,302,649,41,28,1087,94372,3806,2139,4106,159,2719,1501,112,648,117,176,121,736,686,58,62,5674,2238,1201,1339,2,160,76,0,526,711,812,6603,4899,603,497,236,5406,31,643,44,72,42,1816,0,26,5,1509,326,1007,3504,7,41101,967,2,2,143,29,286617
2020-09-13,247,9056,187,41,463,1476,198,977,809,327,0,14768,476,2082,29,7355,5,3,787,338,568,2143,153,77,23,6345,920,106.5,204,251,25,24.5,653,92071,3636,2089,3531,255,3175,1456,148,440,252,188,109,553,641,47,121,4408,2251,1039,1167,1,79,75,1409,539,704,493,6162,3353,502,673,217,5361,26,601,43,108,49,1579,0,39,7,1527,96,640,3338,28,34372,910,3,2,73,18,242740
2020-09-14,242,9909,107,47,382,1812,187,851,828,170,211,15155,1458,1685,22,5573,8,8,1034,347,450,317,168,81,47,6396,1485,167,180,263,16,21,831,83809,3141,2619,4169,207,4805,1008,162,268,214,48,106,708,1091,31,70,3335,1517,1170,1318,3,132,122,476,404,459,550,6787,4672,377,613,235,5414,11,607,26,29,48,956,27404,28,2,1716,179,777,2625,4,34423,1029,0,2,181,5,263747
2020-09-15,238,11892,150,39,764,1724,192,489,667,294,0,36653,802,1550,16,6698,11,6,1674,339,693,642,163,79,98,7826,1792,54,310,512,50,15,935.5,90123,3507,2705,4224,357,5539,1229,109,532,149,96,113,829,48,23,85,4771,2121,1459,1479,1,90,117,438,665,628,931,4241,3519,605,425,239,5435,22,672,223,74,34,772,9437,9,5,1742,145,674,3115,15,39492,1086,0,3,99,45,285447
2020-09-16,232,11674,257,35,768,1615,211,1153,586,282,0,36820,952,1304,18,7787,13,8,2136,581,718,1972,160,75,25,10191,1855,56.5,311,240,43,6,1040,97894,3963,2981,4357,250,4574,1452,122,551,175,185.5,153,698,634,62,99,4444,1692,1539,1752,7,126,105,536,545,634,1121,4160,3527,600,605,235,5612,10,621,39,102,26,1923,11193,7,10,1771,143,842,4007,29,39030,761,0,3,68,22,304547
2020-09-17,228,12701,295,48,780,1593,224,2028,547,394,104,36303,1027,1863,41,7568,28,10,3123,823,615,732,141,86,49,10239,2179,59,359,740,60,31,460,96424,3635,2815,4326,224,5385,1583,210,491,279,275,126,825,685,21,67,3182,2488,1246,1837,4.5,131,146,557,752,672,694,6380,3355,837,770,244,5667,19,593,50,82,18,2128,11291,5,8.5,1648,114,786,3410,20,45130,868,3,3,41,35,314879
2020-09-18,219,11945,239,24,808,1541,243,1673,632,292,0,39797,1174,1677,17,6526,14,7,2107,455,596,1872,131,97,59,13233,2199,46,338,680,77,26,491,93337,3891,3049,4305,248,5340,1907,197,573,213,148,110,704,750,95,74,4841,2760,2020,2083,2,221,125,0,645,741,1014,5698,3237,757,780,224,5803,18,576,27,62,11,2055,14389,5,7,1771,214,865,4329,14,49282,890,2,2,94,14,325919
2020-09-19,210,9276,244,13,813,1567,231,1099,419,320,0,33057,554,1847,23,7927,32,25,2044,590,968,1491,128,82,64,13560,1685,117,240,808,55,35,532,92605,4168,2845,3907,267,3809,1637,187,601,196,105,82,521,779,20,81,5167,2552,1204,1916,4,189,89,0,640,722,888,6314,3934,1002,849,229,5960,18,551,43,83,15,2029,0,2,3,1538,423,809,4429,14,42202,775,0,2,48,25,292162
2020-09-20,203,8431,277,14,621,1546,213,1547,206,211,0,16389,1143,1600,35,6678,27,10,984,472,589,799,115,125,58,10536,1033,127,164,292,39,44,473,86961,3989,3097,3438,395,2579,1587,230,480,239,152,70,385,1006,52,75,3542,1927,1325,1956,0,97,39,1722,633,602,505,6453,3283,910,552,230,6043,22,483,26,68,18,1555,0,4,6,1519,270,674,3899,13,38447,707,0,2,61,11,252146
2020-09-21,197,8782,121,30,563,1703,224,1097,310,93,0,13411,1833,1194,12,5359,4,3,1474,421,494,292,126,245,66,5539,1595,58,453,237,19,34,459,75083,4176,3341,3821,188,3866,1350,155,320,266,98,61,530,684,57,46,2917,1376,1154,2274,0,195,108,576,582,607,740,6030,3447,748,623,228,6090,11,492,24,30,30,725,31428,12,5,1743,181,679,4378,10,51878,787,0,2,44,19.5,275992
2020-09-22,191,12027,115,30,645,1557,206,1834,467,216,0,33324,1272,1055,18,7102,4,15,2394,487,486,932,113,156,149,10084,1852,74.5,333,942,43,24,231,83347,4071,3712,4724,323,7021,1391,127,311,634,139,110,719,865,82,48,4683,2227,1356,2353,9,176,148,660,532,474,568,6840.5,1599,711,463,313,6109,16,552,21,61,21,1346,10799,14,3,1692,244,852,4936,7,39866,1010,0,1.5,214,28,284518
2020-09-23,186,12625,210,8,681,1666,253,1661,537,344,0,49831,1084,1380,10,6731,14,36,2306,561,468,2249,121,247,93,13291,1613,91,358,819,47,23,369,86508,4465,3605,5055,231,7125,1640,125,236,363,130,125,616,940,147,67,4786,2397,1172,2460,3,111,124,628,799,706,743,7651,2802,974,802,258,6330,41,561,36,81,12,1906,11289,11,2,1767,167,1083,6187,12,39069,986,1,1,54,14,276099
2020-09-24,179,13467,374,20,832,1540,294,1881,628,235,354,66338,1148,1731,15,6555,18,9,2910,563,385,1254,138,214,91,15850,2321,69,341,491,45.5,22,518,86052,4634,3521,4471,319,8234,1786,193,481,549,141,114,552,1027,71,54,5408,2356,1497,2595,2,125,129,568,798,736,833,6149,2164,1136,691,250,6489,10,498,21,83,15,1861,10653,9,3,1721,185,1002,6644,13,47103,967,0,0,48,27,353029
2020-09-25,175,12969,392,16,684,1383,306,2208,604,248,0,31911,1630,2234,17,7494,23,8,2944,681,475,1329,112,215,105,16104,2366,0,286,945,44,30,647,85362,4823,3563,4593,321,8390,1912,135,564,620,218,61,590,1143,111,75,5401,2423,1313,2859,2,213,139,0,566,705,822,11889,2606,1587,899,225,7112,9,472,23,75,11,1480,12272,12,3,1665,154,1008,6878,8,48295,867,0,0,24,35,330883
2020-09-26,160,11249,429,24,714,1106,332,1827,370,233,0,28378,1053,2111,15,7721,15,13,1976,621,360,1506,111,92,93,14220,1314,0,315,824,34,38,708,88600,4494,3204,4270,245,5882,1869,131,649,850,164,95,758,1280,82,31,5573,2719,1207,2760,2,136,82,0,694,677,696,8723.5,1895,1584,884,200,7421,13,461,30,74,20,969,0,4,1,1511,146,1078,6050,31,44673,667,0,1,97,16,288463
2020-09-27,153,8841,328,4,662,1275,320,1376,309,123,0,14318,1658,1922,27,7018,19,12,1303,424,429,766,104,135.5,105,10635,1313,165,216,390,68,38.5,848.5,82170,3874,3362,3481,430,3414,1766,163,483,431,244,50,345,1012,150,53,3886,2444,1573,3041,2,126,71,1543,566,447,762,5558,2970,1350,665,234,7764,9,403,40,72,15,1268,0,11,22,1467,166,851,5700,10,37528,751,5,1,29,9,251411
2020-09-28,146,11807,174,11,556,1407,337,1174,322,81,251,13155,1791,1770,22,5147,12,17,1286,435,280,218,115,179,61,4299,2292,57,263,171,18,39,989,70589,3509,3512,4116,387,1159,1494,153,298,734,53,38,437,1018,115,59,3400,1422,1351,2950,2,136,90,607,675,722,748,5160,3062,1306,425,227,8026,12,455,10,30,15,903,31785,3,14,1412,247,626,4056,2,33294,837,3,1,19,4,254839
2020-09-29,155,13477,327,23,609,1488,314,1762,418,225,0,32058,1772,1629,23,5839,7,30,1960,395,234,784,124,172,149,8005,1840,38,416,705,36,17,561,80472,4002,3677,4724,363,4991,1647,238,538,823,210,113,587,1105,101,37,4446,2076,1513,3111,1,187,127,528,747,576,669,3412,2015,1326,688,222,8129,4,539,26,65,27,903,26353.5,11,5,1427,240,995,7156,23,43338,835,17,2,55,21,282558
2020-09-30,162,14392,458,18,772,1436,371,1337,670,243,0,33413,2116,1691,17,5637,28,12,2920,538,309,1298,119,96,100,14366,2442,144,352,778,18,21.5,802,86821,4284,3582,4691,415,9078,1850,74,569,1776,151,77,614,1257,89,97,5053,2470,1559,3368,12,201,112,0,543,742,657,3054,2391,1552,825,227,8371,4,418,37,72,23,1767,20922,6,5,1391,112,1100,7117,13,39443,759,9,3,44,1,326219
2020-10-01,160,14001,491,13,873,1508,388,2607,405,280,0,36157,1823,1759,22,5660,26,17,3492,403,519,1537,119,98,111,13051,2626,30,411,663,50.5,26,698,81484,4174,3825,4493,442,7731,2548,73,653,1276,184,63,494,1248,260,63,5099,2391,1911,3295,6.5,153,122,0,625,747,1041,3061,2385,1967,854,199,8835,3,492,37,111,19,1745,9419,2,6,1407,158,1158,6929,15,45650,907,1,5,43,12,318300
2020-10-02,157,14687,532,12,688,1396,402,3175,503,226,0,47949,2124,1840,17,6193,44,17,3796,536,622,950,149,94,141,12436,2835,38,460,681,83,26,671,79476,4317,3552,4785,466,7058,2499,149,524,549,210,75,411,1291,287,44,4775,2521,2722,3883,1,126,135,0,553,620,885,3468,2599,2292,888,205,9294,4,481,32,73,10,1749,11325,6,8,1442,204,1181,6994,36,54950,791,1,1,28,8,297854
2020-10-03,148,11129,543,14,1058,1182,431,3389,350,302.5,0,59741,1306,1881,20,6615,23,22,2554,371,576,817,109,89,147,16488,1653,109,267,658,51,26,519,75829,4007,3523,3672,605,2593,2843,91,577,1099,261,64,371,1321,317,67,4863,2663,2120,4028,5,160,78,0,632,691,768,3267,2652,2367,963,175,9735,5,419,17,107,6,1883,0,7,2,1502,171,1231,12885,25,48577,826,0,1,144,27,332086
2020-10-04,141,7668,571,13,714,1125,637.5,2612,299,379,0,8456,2141,1708,25,6905,8,13,1841,379,554,683,108,92,147,12504,1546,26,229,215,19,26.5,841,74442,3992,3653,3210,364,2937,2578,100,401,891,243,73,567,988,293,65,3712,2044,2253,4032,1,58,95,2685,871.5,633,730,4936,3167,1934,904,159,10376,14,390,26,59,12,1573,0,7,5,1429,146,1041,22965,23,35738,788,0,0,78,3,261420
2020-10-05,134,11242,181,25,750,1442,844,1968,239,95,0,11946,2883,1567,23,7106,18,23,3120,378,574,305,98,89,164,5639,3100,0,300,219,46,27,391,61267,3622,3902,3808,517,5721,2257,117,281,1824,22,75,567,1175,432,37,28115,1423,2440,4611,3,120,148,544,1111,633,533,6605,2265,2006,734,194,10757,1,379,28,51,7,926,23480,111,10,1603,157,932,12603,10,39376,683,1,0,37,10,300950
2020-10-06,129,14740,406,8,923,1499,394,2088,361,261,0,41906,2372,1560,15,7650,11,29,4456,322,317,717,121,95,227,11310,2454,0,399,688,63,0,642,72049,4056,4151,4172,424,4724,2677,97,513,1537,137,114,676,1261,691,54,4828,2553,1551,4576,3,118,179,834,624,683,932,1830,2071,2236,427,251,11481,6,477,19,120,11,1027,11998,739,15,1511,117,1061,14557,22,45289,679,1,6,81,17,326552
2020-10-07,121,16447,672,25,1029,1520,415,3577,238,365,0,31553,1624,1134,20,7876,15,21,5338,333,777,1475,133,103,120,18953,4010,0,406,834,50.5,0,354,78524,4538,4019,3923,611,4165,3677,82,499,1199,321,69,475,1459,489,35,4580,2776,3439,5052,3,155,229,817,583,698,788,2930,2804,3003,944,238,10981,10,468,33,121,10,1913,10491,207,7,1581,178,1046,14173,29,51056,608,1,2,54,4,350991
2020-10-08,138,15454,718,20,1209,1441,477,5728,263,453,47,27750,2350,1576,41,8495,18,21,5397,447,724,1514,121,105,296,17402,4804,118,434,776,38,19,656,70496,4850,4392,3522,502,3755,4458,82,640,1317,271,54,698,1367,375,86,5300,2929,4364,5867,2,103,208,664,661,754,881,2733,2232,4280,1278,213,11345,2,421,16,151,9,1736,12423,29,6,1615,182,1089,17550,20,58599,615,1,1,77,32,361333
2020-10-09,146,15099,614,18,1131,1278,489,5385,257,389,0,27444,2895,1753,23,8121,13,33,8617,483,585,803,106,109,235,21088,4554,40,391,455,53,16,880,73272,4094,4142,3214,617,2963,5372,90,588,1246,442,72,635,1426,354,66,5532,3445,2059,6016,4,151,167,0,671,787,959,2952,2901,4739,1394,206,11969,5,407,23,173,10,1461,12788,35,6,1629,96,1075,13888,25,56384,677,5,1,38,43,360900
2020-10-10,136,12414,649,19,1235,1203,776,7950,237,428,0,26749,2142,1826,27,8447,6,35,4631,444,557,980,125,119,269,26677,2968,18,306,609,42,11,594,74383,4294,3875,2344,1011,916,5724,196,695,1235,538,58,492,1388,374,51,4308,3443,5008,6546,1,111,78,0,666,825,703,7474,2156,5300,1646,178,12673,2,405,31,168,7,2544,0,105,2,1649,163,1129,15175,17,54953,757,2,1,76,16,357136
2020-10-11,132,10324,715,22,896,1193,1063,5327,111,302,0,12342,1636,1776,34,8569,10,20,3105,340,463,205,129,126,149,15937,2846,21.5,280,171,26,6,935,66732,4497,3822,2206,814,1646,5456,159,438,928,388,97,548,1010,561,35,3175,2563,2071,6394,1,163,58,1761,385,647,697,3283,2415,4178,1090,207,13442,4,323,24,102,10,1575,0,124,5,1502,100,1096,12882,26,45981,684,2,1,43,1,286952
2020-10-12,253,9524,370,25,979,1472,464,3622,121,190,296,8429,975,1461,18,7768,17,41,4311,389,366,282,132,139,214,9212,6541,25,294,111,40,22,332,55342,3267,4206,3107,823,3169,4619,95,252,1147,73,102,777,1056,563,49,3542,1357,4047,6850,1,164,115,685,531,489,669,1800,3475,4394,1249,206,13406,9,348,24,67,4,888,27856,92,2,1614,63,1064,14011,19,41774,619,1,1,91,10,291698
2020-10-13,74,13305,745,27,1028,1537,526,7360,227,336,0,10220,4111,1448,28,5014,4,83,8326,290,165,856,139,145,287,13626,4464,96,408,554,72,13.5,439,63509,3906,4108,3921,808,2336,5898,97,501,2054,318,84,844,1245,660,50,4295,3185,3556,7453,2,225,154,638,615,494,853,2803,1897,5068,1208,214,13690,3,474,15,152,4,1178,7118,194,9,1632,81,1315,17250,24,52231,635,3,1,38,15,319242
